Filename,Label,L_mean,A_mean,B_mean,ITA_Angle,Fitzpatrick,Used_ROIs
39061.jpg,Normal,137.82,141.03,129.44,70.47,Type_I,R_Cheek+L_Cheek+Forehead
39066.jpg,Normal,106.43,152.84,157.19,-15.81,Type_V,R_Cheek+L_Cheek+Forehead
3907.jpg,Normal,74.78,146.99,141.7,-56.48,Type_VI,L_Cheek+Forehead
39070.jpg,Normal,51.97,145.22,135.89,-75.09,Type_VI,R_Cheek+L_Cheek+Forehead
39076.jpg,Normal,109.9,150.11,147.0,-19.97,Type_V,R_Cheek+L_Cheek+Forehead
39077.jpg,Normal,119.59,141.66,141.08,-13.34,Type_V,R_Cheek+L_Cheek+Forehead
39078.jpg,Normal,70.54,139.35,155.55,-39.04,Type_VI,R_Cheek+Forehead
39186.jpg,Normal,163.68,123.78,142.0,45.38,Type_II,L_Cheek+Forehead
39187.jpg,Normal,164.94,128.0,128.0,90.0,Type_I,R_Cheek+L_Cheek+Forehead
39188.jpg,Normal,95.69,143.21,142.83,-40.06,Type_VI,R_Cheek+Forehead
39193.jpg,Normal,99.81,146.58,146.59,-30.29,Type_VI,R_Cheek+L_Cheek+Forehead
39194.jpg,Normal,38.65,140.94,142.6,-67.26,Type_VI,L_Cheek+Forehead
39196.jpg,Normal,149.5,147.21,148.34,22.98,Type_IV,R_Cheek+L_Cheek+Forehead
39199.jpg,Normal,116.66,145.06,146.91,-12.67,Type_V,R_Cheek+L_Cheek+Forehead
39299.jpg,Normal,53.96,149.0,146.89,-56.78,Type_VI,R_Cheek+L_Cheek+Forehead
39303.jpg,Normal,80.91,143.02,144.26,-48.33,Type_VI,R_Cheek+L_Cheek+Forehead
39313.jpg,Normal,112.23,138.37,136.97,-33.72,Type_VI,L_Cheek+Forehead
39315.jpg,Normal,33.64,128.89,134.65,-79.76,Type_VI,R_Cheek+L_Cheek+Forehead
39412.jpg,Normal,113.29,149.81,148.86,-14.96,Type_V,R_Cheek+L_Cheek+Forehead
39419.jpg,Normal,115.28,144.86,147.53,-13.79,Type_V,R_Cheek+L_Cheek+Forehead
39423.jpg,Normal,94.72,141.92,144.55,-37.84,Type_VI,R_Cheek+L_Cheek+Forehead
39432.jpg,Normal,78.31,142.79,146.6,-46.05,Type_VI,R_Cheek+L_Cheek+Forehead
3953.jpg,Normal,200.33,140.69,142.26,63.47,Type_I,R_Cheek+L_Cheek+Forehead
39536.jpg,Normal,108.26,144.19,150.91,-18.23,Type_V,R_Cheek+L_Cheek+Forehead
39540.jpg,Normal,147.01,146.93,153.17,16.91,Type_IV,R_Cheek+L_Cheek+Forehead
39542.jpg,Normal,117.63,144.98,149.95,-10.0,Type_V,R_Cheek+Forehead
39545.jpg,Normal,235.87,128.64,123.89,-84.47,Type_VI,R_Cheek+L_Cheek+Forehead
39546.jpg,Normal,104.96,144.87,155.7,-17.7,Type_V,R_Cheek+L_Cheek+Forehead
39638.jpg,Normal,105.08,139.52,151.7,-20.36,Type_V,R_Cheek+Forehead
39645.jpg,Normal,129.72,144.48,146.4,2.71,Type_V,R_Cheek+Forehead
39646.jpg,Normal,61.31,141.55,140.41,-64.46,Type_VI,R_Cheek+L_Cheek+Forehead
3965.jpg,Normal,137.44,150.06,145.72,12.41,Type_IV,R_Cheek+L_Cheek+Forehead
39651.jpg,Normal,43.05,122.43,141.93,-67.19,Type_VI,R_Cheek+L_Cheek+Forehead
39654.jpg,Normal,114.83,146.66,161.88,-8.34,Type_V,R_Cheek+L_Cheek+Forehead
39655.jpg,Normal,45.06,145.49,142.45,-65.93,Type_VI,R_Cheek+Forehead
39657.jpg,Normal,178.01,138.39,141.02,56.69,Type_I,R_Cheek+L_Cheek+Forehead
39659.jpg,Normal,60.65,135.13,130.9,-83.68,Type_VI,R_Cheek+Forehead
39732.jpg,Normal,103.12,139.9,125.02,72.68,Type_I,R_Cheek+Forehead
39738.jpg,Normal,105.09,136.2,136.05,-47.51,Type_VI,R_Cheek+L_Cheek+Forehead
39744.jpg,Normal,140.92,141.13,149.83,13.56,Type_IV,R_Cheek+L_Cheek+Forehead
39747.jpg,Normal,78.8,141.44,142.61,-52.57,Type_VI,L_Cheek+Forehead
39816.jpg,Normal,127.46,144.46,145.99,-0.05,Type_V,R_Cheek+Forehead
39825.jpg,Normal,67.07,137.75,136.61,-70.03,Type_VI,R_Cheek+L_Cheek+Forehead
39826.jpg,Normal,97.07,140.3,136.84,-53.48,Type_VI,R_Cheek+L_Cheek+Forehead
39830.jpg,Normal,52.07,134.68,131.37,-83.51,Type_VI,R_Cheek+L_Cheek+Forehead
39832.jpg,Normal,141.65,144.96,154.58,11.79,Type_IV,L_Cheek+Forehead
3984.jpg,Normal,202.69,142.31,140.01,67.84,Type_I,R_Cheek+Forehead
3988.jpg,Normal,124.82,140.6,136.7,-6.89,Type_V,R_Cheek+Forehead
39881.jpg,Normal,110.51,146.07,152.02,-15.5,Type_V,L_Cheek+Forehead
3989.jpg,Normal,35.85,134.86,134.09,-80.38,Type_VI,L_Cheek+Forehead
39892.jpg,Normal,120.55,148.24,148.89,-7.43,Type_V,R_Cheek+L_Cheek+Forehead
39895.jpg,Normal,62.51,148.85,139.38,-65.94,Type_VI,R_Cheek+L_Cheek+Forehead
39972.jpg,Normal,52.32,137.84,136.73,-73.51,Type_VI,R_Cheek+Forehead
39976.jpg,Normal,106.76,146.27,148.2,-21.93,Type_V,R_Cheek+Forehead
40063.jpg,Normal,101.86,139.82,133.04,-63.39,Type_VI,R_Cheek+L_Cheek+Forehead
40071.jpg,Normal,152.65,138.7,147.05,27.38,Type_IV,R_Cheek+Forehead
4008.jpg,Normal,72.1,143.3,145.23,-51.58,Type_VI,R_Cheek+Forehead
40081.jpg,Normal,142.77,155.98,162.39,9.88,Type_V,R_Cheek+L_Cheek+Forehead
40083.jpg,Normal,105.03,149.31,144.32,-28.36,Type_V,R_Cheek+L_Cheek+Forehead
40088.jpg,Normal,75.9,140.69,142.34,-54.68,Type_VI,L_Cheek+Forehead
4018.jpg,Normal,116.42,143.84,154.05,-9.47,Type_V,R_Cheek+L_Cheek+Forehead
40180.jpg,Normal,57.21,136.59,136.63,-72.61,Type_VI,R_Cheek+L_Cheek+Forehead
40185.jpg,Normal,141.44,148.03,155.46,11.26,Type_IV,R_Cheek+L_Cheek+Forehead
40186.jpg,Normal,97.87,144.68,142.0,-39.7,Type_VI,L_Cheek+Forehead
40188.jpg,Normal,49.3,139.92,138.47,-71.15,Type_VI,R_Cheek+L_Cheek+Forehead
4019.jpg,Normal,138.16,147.31,153.27,9.4,Type_V,R_Cheek+L_Cheek+Forehead
40193.jpg,Normal,116.35,135.87,143.89,-15.38,Type_V,R_Cheek+L_Cheek+Forehead
40196.jpg,Normal,83.57,140.72,144.77,-45.77,Type_VI,R_Cheek+L_Cheek+Forehead
40197.jpg,Normal,82.21,133.64,137.71,-61.32,Type_VI,R_Cheek+L_Cheek+Forehead
40346.jpg,Normal,161.06,137.91,130.83,77.88,Type_I,R_Cheek+L_Cheek+Forehead
40356.jpg,Normal,114.56,151.26,157.64,-9.72,Type_V,R_Cheek+L_Cheek+Forehead
40387.jpg,Normal,55.36,131.91,131.1,-83.75,Type_VI,R_Cheek+Forehead
40449.jpg,Normal,138.69,141.53,147.84,12.47,Type_IV,R_Cheek+L_Cheek+Forehead
40450.jpg,Normal,111.04,146.81,145.79,-19.94,Type_V,R_Cheek+L_Cheek+Forehead
40452.jpg,Normal,48.5,134.79,136.23,-75.13,Type_VI,R_Cheek+L_Cheek+Forehead
4046.jpg,Normal,158.23,147.33,132.64,68.95,Type_I,R_Cheek+L_Cheek+Forehead
40460.jpg,Normal,104.11,138.57,137.09,-45.28,Type_VI,R_Cheek+L_Cheek+Forehead
40464.jpg,Normal,162.03,143.86,160.29,22.75,Type_IV,R_Cheek+Forehead
40465.jpg,Normal,105.07,143.04,146.04,-25.99,Type_V,R_Cheek+L_Cheek+Forehead
40469.jpg,Normal,72.32,143.82,145.41,-51.18,Type_VI,L_Cheek+Forehead
40471.jpg,Normal,81.56,143.29,135.91,-66.3,Type_VI,R_Cheek+L_Cheek+Forehead
40496.jpg,Normal,107.67,127.68,128.02,-89.82,Type_VI,R_Cheek+L_Cheek+Forehead
40583.jpg,Normal,134.33,140.96,134.04,23.89,Type_IV,R_Cheek+Forehead
40612.jpg,Normal,50.7,130.41,125.12,84.54,Type_I,R_Cheek+L_Cheek+Forehead
40617.jpg,Normal,106.4,139.8,140.23,-34.08,Type_VI,L_Cheek+Forehead
40619.jpg,Normal,88.49,140.24,141.94,-47.65,Type_VI,R_Cheek+L_Cheek+Forehead
40626.jpg,Normal,130.39,142.33,144.31,3.98,Type_V,R_Cheek+Forehead
40657.jpg,Normal,72.98,149.22,153.25,-40.26,Type_VI,R_Cheek+L_Cheek+Forehead
40708.jpg,Normal,75.62,135.32,137.7,-64.52,Type_VI,R_Cheek+L_Cheek+Forehead
4071.jpg,Normal,143.0,142.64,139.15,28.61,Type_III,R_Cheek+L_Cheek+Forehead
40714.jpg,Normal,165.15,139.45,141.27,48.04,Type_II,R_Cheek+L_Cheek+Forehead
40715.jpg,Normal,100.02,143.92,139.73,-42.57,Type_VI,R_Cheek+L_Cheek+Forehead
40719.jpg,Normal,123.7,129.6,133.69,-14.69,Type_V,R_Cheek+L_Cheek+Forehead
4072.jpg,Normal,91.41,148.19,147.77,-35.59,Type_VI,R_Cheek+L_Cheek+Forehead
40721.jpg,Normal,124.02,147.8,148.61,-3.79,Type_V,L_Cheek+Forehead
40723.jpg,Normal,142.95,154.68,167.05,8.82,Type_V,R_Cheek+L_Cheek+Forehead
40745.jpg,Normal,98.62,145.11,136.01,-54.72,Type_VI,R_Cheek+L_Cheek+Forehead
40773.jpg,Normal,101.11,140.16,142.26,-35.98,Type_VI,R_Cheek+L_Cheek+Forehead
40849.jpg,Normal,145.37,149.89,150.96,16.97,Type_IV,R_Cheek+L_Cheek+Forehead
4085.jpg,Normal,106.67,142.06,143.96,-27.11,Type_V,L_Cheek+Forehead
40850.jpg,Normal,41.11,136.22,137.47,-74.39,Type_VI,R_Cheek+Forehead
40853.jpg,Normal,150.5,145.19,142.15,32.52,Type_III,R_Cheek+L_Cheek+Forehead
40854.jpg,Normal,114.47,138.99,141.81,-20.31,Type_V,R_Cheek+L_Cheek+Forehead
40863.jpg,Normal,69.39,138.47,135.66,-71.41,Type_VI,R_Cheek+L_Cheek+Forehead
40864.jpg,Normal,149.68,151.35,161.0,14.77,Type_IV,R_Cheek+Forehead
40969.jpg,Normal,119.62,151.3,150.06,-7.97,Type_V,R_Cheek+L_Cheek+Forehead
40973.jpg,Normal,127.49,145.22,143.71,-0.01,Type_V,R_Cheek+L_Cheek+Forehead
40981.jpg,Normal,68.66,139.2,143.23,-56.58,Type_VI,R_Cheek+L_Cheek+Forehead
40986.jpg,Normal,55.75,138.83,139.75,-67.33,Type_VI,R_Cheek+L_Cheek+Forehead
40988.jpg,Normal,103.73,148.4,151.17,-21.92,Type_V,R_Cheek+Forehead
4099.jpg,Normal,20.75,132.24,129.84,-87.48,Type_VI,L_Cheek+Forehead
40990.jpg,Normal,144.84,147.36,143.3,23.97,Type_IV,R_Cheek+L_Cheek+Forehead
40991.jpg,Normal,115.35,138.43,148.07,-13.36,Type_V,R_Cheek+L_Cheek+Forehead
40995.jpg,Normal,85.8,144.36,137.53,-59.76,Type_VI,R_Cheek+L_Cheek+Forehead
40996.jpg,Normal,139.85,130.01,132.55,46.77,Type_II,R_Cheek+L_Cheek+Forehead
41127.jpg,Normal,121.42,141.23,139.01,-12.21,Type_V,R_Cheek+Forehead
4113.jpg,Normal,80.68,140.61,135.17,-68.66,Type_VI,R_Cheek+L_Cheek+Forehead
41136.jpg,Normal,151.87,143.67,153.34,20.66,Type_IV,R_Cheek+L_Cheek+Forehead
41138.jpg,Normal,93.89,142.19,141.89,-43.51,Type_VI,R_Cheek+L_Cheek+Forehead
41141.jpg,Normal,130.94,144.22,148.13,3.84,Type_V,R_Cheek+L_Cheek+Forehead
41208.jpg,Normal,52.49,146.18,146.48,-57.85,Type_VI,R_Cheek+L_Cheek+Forehead
41211.jpg,Normal,96.53,142.81,141.98,-40.98,Type_VI,R_Cheek+L_Cheek+Forehead
41215.jpg,Normal,70.17,138.59,139.11,-63.71,Type_VI,L_Cheek+Forehead
41216.jpg,Normal,135.06,146.89,145.94,9.39,Type_V,R_Cheek+L_Cheek+Forehead
41292.jpg,Normal,22.32,133.52,133.28,-82.7,Type_VI,L_Cheek+Forehead
41294.jpg,Normal,128.26,134.08,140.34,1.38,Type_V,R_Cheek+Forehead
41298.jpg,Normal,152.4,138.92,136.99,47.36,Type_II,R_Cheek+L_Cheek+Forehead
41299.jpg,Normal,44.04,138.76,138.84,-71.68,Type_VI,R_Cheek+L_Cheek+Forehead
41301.jpg,Normal,76.08,135.08,143.48,-52.5,Type_VI,L_Cheek+Forehead
41302.jpg,Normal,101.7,146.43,141.6,-36.64,Type_VI,L_Cheek+Forehead
41303.jpg,Normal,112.55,135.82,141.36,-23.7,Type_V,R_Cheek+L_Cheek+Forehead
41308.jpg,Normal,109.93,139.7,139.91,-30.05,Type_VI,L_Cheek+Forehead
41309.jpg,Normal,69.85,145.03,131.1,-82.2,Type_VI,R_Cheek+L_Cheek+Forehead
41399.jpg,Normal,150.06,145.14,139.3,38.05,Type_III,R_Cheek+L_Cheek+Forehead
4140.jpg,Normal,130.6,147.11,155.56,2.53,Type_V,R_Cheek+L_Cheek+Forehead
41401.jpg,Normal,76.44,141.01,143.52,-52.23,Type_VI,R_Cheek+L_Cheek+Forehead
41402.jpg,Normal,111.55,143.04,147.45,-17.83,Type_V,R_Cheek+Forehead
41407.jpg,Normal,111.56,151.49,163.53,-9.98,Type_V,L_Cheek+Forehead
41415.jpg,Normal,141.62,139.88,138.05,28.85,Type_III,R_Cheek+L_Cheek+Forehead
41520.jpg,Normal,81.55,139.37,130.94,-80.74,Type_VI,L_Cheek+Forehead
41525.jpg,Normal,172.28,140.4,143.59,48.39,Type_II,R_Cheek+L_Cheek+Forehead
41526.jpg,Normal,181.92,139.64,144.08,53.01,Type_II,R_Cheek+Forehead
41601.jpg,Normal,35.74,133.18,132.04,-83.59,Type_VI,R_Cheek+L_Cheek+Forehead
41602.jpg,Normal,62.37,138.53,139.57,-65.63,Type_VI,R_Cheek+L_Cheek+Forehead
41659.jpg,Normal,136.32,150.09,150.83,8.61,Type_V,R_Cheek+L_Cheek+Forehead
41665.jpg,Normal,151.78,145.37,144.02,30.73,Type_III,R_Cheek+L_Cheek+Forehead
41668.jpg,Normal,191.01,139.79,147.16,52.43,Type_II,R_Cheek+L_Cheek+Forehead
41763.jpg,Normal,120.95,135.58,147.8,-7.39,Type_V,R_Cheek+L_Cheek+Forehead
41764.jpg,Normal,86.06,150.88,147.75,-39.45,Type_VI,L_Cheek+Forehead
41766.jpg,Normal,97.34,147.01,151.63,-26.59,Type_V,R_Cheek+L_Cheek+Forehead
41769.jpg,Normal,112.2,141.3,143.05,-21.73,Type_V,R_Cheek+L_Cheek+Forehead
4177.jpg,Normal,129.8,139.17,137.2,5.6,Type_V,R_Cheek+L_Cheek+Forehead
41771.jpg,Normal,96.53,163.68,170.16,-16.07,Type_V,R_Cheek+L_Cheek+Forehead
41773.jpg,Normal,43.6,142.35,141.23,-68.09,Type_VI,R_Cheek+L_Cheek+Forehead
41774.jpg,Normal,84.71,147.04,146.67,-41.95,Type_VI,R_Cheek+L_Cheek+Forehead
41784.jpg,Normal,135.72,156.87,151.93,7.68,Type_V,R_Cheek+L_Cheek+Forehead
41838.jpg,Normal,113.77,143.36,145.33,-17.26,Type_V,R_Cheek+L_Cheek+Forehead
41921.jpg,Normal,105.37,137.83,141.6,-32.53,Type_VI,R_Cheek+L_Cheek+Forehead
41923.jpg,Normal,144.12,134.27,143.28,23.1,Type_IV,R_Cheek+L_Cheek+Forehead
41924.jpg,Normal,130.37,138.29,142.13,4.56,Type_V,R_Cheek+L_Cheek+Forehead
41928.jpg,Normal,99.52,141.9,132.85,-66.17,Type_VI,R_Cheek+L_Cheek+Forehead
41929.jpg,Normal,143.81,141.22,139.26,29.59,Type_III,R_Cheek+L_Cheek+Forehead
41932.jpg,Normal,156.87,139.09,140.84,41.9,Type_II,R_Cheek+L_Cheek+Forehead
41934.jpg,Normal,132.29,149.29,155.59,3.89,Type_V,R_Cheek+L_Cheek+Forehead
41937.jpg,Normal,119.2,142.06,146.04,-10.23,Type_V,L_Cheek+Forehead
42034.jpg,Normal,127.06,150.61,133.47,-1.8,Type_V,R_Cheek+L_Cheek+Forehead
42035.jpg,Normal,73.98,140.48,138.74,-62.89,Type_VI,L_Cheek+Forehead
4204.jpg,Normal,124.02,157.84,155.45,-2.84,Type_V,R_Cheek+Forehead
42045.jpg,Normal,123.69,147.74,142.16,-6.02,Type_V,L_Cheek+Forehead
42049.jpg,Normal,141.7,144.09,147.55,15.89,Type_IV,R_Cheek+Forehead
42057.jpg,Normal,133.37,148.47,164.81,3.58,Type_V,R_Cheek+L_Cheek+Forehead
42062.jpg,Normal,171.01,139.78,153.58,33.71,Type_III,R_Cheek+L_Cheek+Forehead
42168.jpg,Normal,97.38,144.65,147.68,-30.97,Type_VI,R_Cheek+L_Cheek+Forehead
42175.jpg,Normal,152.08,141.81,146.97,26.94,Type_IV,R_Cheek+L_Cheek+Forehead
42286.jpg,Normal,136.91,146.62,150.84,9.18,Type_V,R_Cheek+L_Cheek+Forehead
42287.jpg,Normal,115.71,142.66,136.57,-28.34,Type_V,R_Cheek+L_Cheek+Forehead
4229.jpg,Normal,124.03,141.66,146.09,-4.3,Type_V,R_Cheek+L_Cheek+Forehead
42292.jpg,Normal,113.7,141.89,139.76,-24.72,Type_V,R_Cheek+L_Cheek+Forehead
42295.jpg,Normal,140.16,150.48,144.35,16.88,Type_IV,R_Cheek+L_Cheek+Forehead
42297.jpg,Normal,86.31,156.29,143.06,-47.0,Type_VI,R_Cheek+L_Cheek+Forehead
42298.jpg,Normal,78.65,148.77,144.54,-49.19,Type_VI,R_Cheek+Forehead
4230.jpg,Normal,108.61,148.0,151.92,-17.2,Type_V,R_Cheek+L_Cheek+Forehead
42300.jpg,Normal,164.29,145.71,151.35,31.71,Type_III,R_Cheek+L_Cheek+Forehead
42301.jpg,Normal,97.1,145.23,138.83,-47.76,Type_VI,R_Cheek+L_Cheek+Forehead
42407.jpg,Normal,116.94,134.72,141.79,-16.72,Type_V,R_Cheek+L_Cheek+Forehead
42408.jpg,Normal,84.15,143.72,147.44,-41.17,Type_VI,R_Cheek+L_Cheek+Forehead
42409.jpg,Normal,88.98,140.3,138.46,-55.29,Type_VI,L_Cheek+Forehead
42410.jpg,Normal,123.57,137.85,135.98,-10.93,Type_V,L_Cheek+Forehead
42416.jpg,Normal,150.55,146.89,151.34,21.17,Type_IV,L_Cheek+Forehead
42427.jpg,Normal,82.34,144.89,134.04,-71.17,Type_VI,R_Cheek+L_Cheek+Forehead
42523.jpg,Normal,86.67,146.75,146.89,-40.29,Type_VI,R_Cheek+L_Cheek+Forehead
42525.jpg,Normal,135.06,142.32,143.84,10.6,Type_IV,R_Cheek+L_Cheek+Forehead
4253.jpg,Normal,99.68,138.94,135.98,-53.82,Type_VI,R_Cheek+L_Cheek+Forehead
42534.jpg,Normal,147.93,140.54,138.11,38.41,Type_III,R_Cheek+L_Cheek+Forehead
42535.jpg,Normal,138.99,145.55,150.53,11.31,Type_IV,R_Cheek+L_Cheek+Forehead
42536.jpg,Normal,157.46,141.3,143.61,36.98,Type_III,R_Cheek+L_Cheek+Forehead
42541.jpg,Normal,121.92,143.09,138.7,-11.56,Type_V,R_Cheek+L_Cheek+Forehead
42542.jpg,Normal,121.83,128.5,136.43,-14.77,Type_V,R_Cheek+L_Cheek+Forehead
42639.jpg,Normal,116.84,139.8,138.5,-21.71,Type_V,R_Cheek+Forehead
42644.jpg,Normal,116.84,145.22,138.65,-21.45,Type_V,L_Cheek+Forehead
42649.jpg,Normal,85.99,144.23,147.94,-39.23,Type_VI,R_Cheek+L_Cheek+Forehead
42721.jpg,Normal,109.58,139.88,144.61,-22.93,Type_V,R_Cheek+Forehead
42722.jpg,Normal,53.21,134.3,131.14,-83.85,Type_VI,R_Cheek+L_Cheek+Forehead
42726.jpg,Normal,55.83,133.76,134.34,-77.29,Type_VI,L_Cheek+Forehead
42727.jpg,Normal,66.83,141.38,137.1,-69.07,Type_VI,R_Cheek+L_Cheek+Forehead
42730.jpg,Normal,151.76,128.0,128.0,89.99,Type_I,R_Cheek+L_Cheek+Forehead
42736.jpg,Normal,59.56,137.68,135.57,-74.13,Type_VI,R_Cheek+L_Cheek+Forehead
42741.jpg,Normal,107.76,147.15,143.95,-25.89,Type_V,R_Cheek+L_Cheek+Forehead
42743.jpg,Normal,51.01,135.55,133.73,-79.18,Type_VI,R_Cheek+L_Cheek+Forehead
42749.jpg,Normal,115.31,143.54,145.21,-15.53,Type_V,R_Cheek+L_Cheek+Forehead
42853.jpg,Normal,114.14,147.25,146.83,-15.55,Type_V,R_Cheek+Forehead
42874.jpg,Normal,132.29,138.87,146.66,5.75,Type_V,R_Cheek+L_Cheek+Forehead
42880.jpg,Normal,161.7,128.0,128.0,90.0,Type_I,R_Cheek+L_Cheek+Forehead
42881.jpg,Normal,91.72,150.01,153.19,-29.12,Type_V,R_Cheek+Forehead
42884.jpg,Normal,99.08,145.11,149.24,-27.68,Type_V,R_Cheek+Forehead
42892.jpg,Normal,161.0,155.35,171.24,16.9,Type_IV,R_Cheek+L_Cheek+Forehead
42895.jpg,Normal,127.77,145.55,142.09,0.43,Type_V,R_Cheek+L_Cheek+Forehead
4299.jpg,Normal,59.26,137.39,146.12,-55.9,Type_VI,L_Cheek+Forehead
42990.jpg,Normal,178.74,146.65,156.79,34.91,Type_III,L_Cheek+Forehead
42994.jpg,Normal,114.79,138.38,149.4,-13.11,Type_V,R_Cheek+L_Cheek+Forehead
42997.jpg,Normal,148.65,141.15,143.56,28.06,Type_III,L_Cheek+Forehead
42998.jpg,Normal,122.26,145.62,153.32,-4.64,Type_V,L_Cheek+Forehead
42999.jpg,Normal,65.72,135.51,138.53,-66.5,Type_VI,R_Cheek+L_Cheek+Forehead
43011.jpg,Normal,67.66,137.23,139.34,-64.21,Type_VI,R_Cheek+Forehead
43012.jpg,Normal,51.68,135.07,129.02,-88.03,Type_VI,R_Cheek+L_Cheek+Forehead
43106.jpg,Normal,162.19,141.05,137.91,53.94,Type_II,R_Cheek+L_Cheek+Forehead
43109.jpg,Normal,114.13,138.78,131.51,-56.17,Type_VI,R_Cheek+L_Cheek+Forehead
4311.jpg,Normal,90.65,146.1,134.09,-67.14,Type_VI,R_Cheek+L_Cheek+Forehead
43110.jpg,Normal,148.95,147.3,141.29,32.33,Type_III,R_Cheek+L_Cheek+Forehead
43116.jpg,Normal,85.66,137.32,143.39,-46.83,Type_VI,R_Cheek+L_Cheek+Forehead
43118.jpg,Normal,121.08,137.76,150.38,-6.42,Type_V,R_Cheek+Forehead
43174.jpg,Normal,53.0,141.01,139.35,-68.77,Type_VI,L_Cheek+Forehead
43206.jpg,Normal,60.98,134.57,133.44,-78.21,Type_VI,R_Cheek+Forehead
4321.jpg,Normal,136.72,133.54,155.17,7.58,Type_V,R_Cheek+L_Cheek+Forehead
43211.jpg,Normal,36.33,136.17,140.73,-70.4,Type_VI,L_Cheek+Forehead
43212.jpg,Normal,96.71,139.58,141.93,-40.91,Type_VI,L_Cheek+Forehead
43213.jpg,Normal,101.36,151.87,153.9,-21.59,Type_V,R_Cheek+L_Cheek+Forehead
43216.jpg,Normal,58.73,126.69,138.48,-68.76,Type_VI,R_Cheek+L_Cheek+Forehead
43219.jpg,Normal,109.66,141.51,148.89,-18.51,Type_V,L_Cheek+Forehead
43220.jpg,Normal,128.54,143.73,145.8,1.31,Type_V,R_Cheek+L_Cheek+Forehead
43224.jpg,Normal,99.72,151.93,153.85,-22.85,Type_V,L_Cheek+Forehead
43225.jpg,Normal,48.91,129.88,136.42,-74.73,Type_VI,L_Cheek+Forehead
4323.jpg,Normal,56.85,143.08,141.31,-64.34,Type_VI,R_Cheek+L_Cheek+Forehead
43305.jpg,Normal,78.6,143.21,145.79,-47.15,Type_VI,R_Cheek+L_Cheek+Forehead
43307.jpg,Normal,97.82,134.29,145.49,-33.65,Type_VI,R_Cheek+L_Cheek+Forehead
43308.jpg,Normal,82.05,128.0,128.0,-90.0,Type_VI,R_Cheek+L_Cheek+Forehead
43311.jpg,Normal,88.32,145.28,150.2,-34.68,Type_VI,R_Cheek+L_Cheek+Forehead
43316.jpg,Normal,79.44,143.59,140.76,-55.89,Type_VI,R_Cheek+L_Cheek+Forehead
43319.jpg,Normal,102.15,145.02,152.35,-22.21,Type_V,R_Cheek+L_Cheek+Forehead
43322.jpg,Normal,163.92,143.39,133.4,69.29,Type_I,R_Cheek+L_Cheek+Forehead
43327.jpg,Normal,61.47,138.7,138.26,-68.39,Type_VI,R_Cheek+L_Cheek+Forehead
43410.jpg,Normal,79.75,160.2,154.05,-35.71,Type_VI,R_Cheek+L_Cheek+Forehead
43413.jpg,Normal,143.18,140.23,141.43,24.6,Type_IV,R_Cheek+L_Cheek+Forehead
43417.jpg,Normal,152.85,137.23,141.82,35.71,Type_III,L_Cheek+Forehead
43429.jpg,Normal,63.97,152.89,102.79,44.66,Type_II,L_Cheek+Forehead
43436.jpg,Normal,144.59,141.77,150.73,16.43,Type_IV,R_Cheek+L_Cheek+Forehead
43514.jpg,Normal,117.4,144.98,139.07,-19.69,Type_V,R_Cheek+L_Cheek+Forehead
43515.jpg,Normal,116.29,141.54,150.35,-11.13,Type_V,R_Cheek+L_Cheek+Forehead
43518.jpg,Normal,117.58,157.92,160.77,-6.77,Type_V,L_Cheek+Forehead
43521.jpg,Normal,14.16,128.72,132.1,-84.73,Type_VI,L_Cheek+Forehead
43527.jpg,Normal,137.29,149.39,142.76,14.57,Type_IV,R_Cheek+L_Cheek+Forehead
43673.jpg,Normal,110.9,149.33,155.46,-13.33,Type_V,R_Cheek+L_Cheek+Forehead
43681.jpg,Normal,54.34,134.57,132.47,-81.14,Type_VI,L_Cheek+Forehead
43687.jpg,Normal,103.77,142.35,142.91,-31.96,Type_VI,R_Cheek+L_Cheek+Forehead
43689.jpg,Normal,127.58,140.81,149.06,0.08,Type_V,R_Cheek+L_Cheek+Forehead
4369.jpg,Normal,92.43,152.5,156.55,-25.72,Type_V,R_Cheek+L_Cheek+Forehead
43828.jpg,Normal,122.0,140.21,143.35,-8.0,Type_V,L_Cheek+Forehead
43830.jpg,Normal,147.03,148.42,156.24,15.18,Type_IV,R_Cheek+L_Cheek+Forehead
43832.jpg,Normal,143.81,145.99,149.38,16.65,Type_IV,R_Cheek+Forehead
43838.jpg,Normal,165.22,133.43,143.27,44.09,Type_II,R_Cheek+L_Cheek+Forehead
43840.jpg,Normal,138.46,139.0,150.56,10.79,Type_IV,R_Cheek+L_Cheek+Forehead
43842.jpg,Normal,191.44,140.17,146.48,53.62,Type_II,L_Cheek+Forehead
43843.jpg,Normal,120.28,135.48,144.05,-10.0,Type_V,R_Cheek+Forehead
43901.jpg,Normal,99.35,140.6,146.58,-30.72,Type_VI,R_Cheek+L_Cheek+Forehead
43915.jpg,Normal,97.71,135.89,138.04,-49.32,Type_VI,R_Cheek+L_Cheek+Forehead
43997.jpg,Normal,129.42,147.62,146.3,2.36,Type_V,R_Cheek+L_Cheek+Forehead
44004.jpg,Normal,116.31,138.85,145.5,-14.08,Type_V,R_Cheek+Forehead
44007.jpg,Normal,72.4,138.16,135.98,-69.72,Type_VI,L_Cheek+Forehead
44015.jpg,Normal,128.53,150.03,160.66,0.71,Type_V,L_Cheek+Forehead
