Filename,Label,L_mean,A_mean,B_mean,ITA_Angle,Fitzpatrick
42034.jpg,Normal,160.74,153.65,133.07,68.75,Type_I
42045.jpg,Normal,138.44,147.94,144.38,14.68,Type_IV
42057.jpg,Normal,142.61,152.65,171.28,7.79,Type_V
42062.jpg,Normal,187.09,140.03,154.64,41.26,Type_II
42168.jpg,Normal,110.43,147.27,148.41,-18.16,Type_V
42175.jpg,Normal,178.97,140.04,143.49,52.5,Type_II
42287.jpg,Normal,124.11,144.17,138.43,-7.26,Type_V
4229.jpg,Normal,154.5,140.99,146.54,29.73,Type_III
42292.jpg,Normal,126.92,142.11,140.0,-1.08,Type_V
42295.jpg,Normal,148.32,151.14,145.64,24.83,Type_IV
42298.jpg,Normal,92.13,151.72,146.96,-36.19,Type_VI
4230.jpg,Normal,122.81,148.3,151.67,-4.44,Type_V
42300.jpg,Normal,174.44,147.25,152.47,36.96,Type_III
42301.jpg,Normal,132.25,140.3,135.63,13.72,Type_IV
42407.jpg,Normal,131.71,135.87,145.2,5.48,Type_V
42408.jpg,Normal,90.88,146.51,149.66,-33.55,Type_VI
42409.jpg,Normal,96.01,141.03,138.74,-49.0,Type_VI
42410.jpg,Normal,106.57,140.48,133.24,-57.44,Type_VI
42427.jpg,Normal,74.39,145.48,133.81,-74.42,Type_VI
42523.jpg,Normal,110.21,148.95,149.4,-17.58,Type_V
4253.jpg,Normal,120.11,139.37,132.84,-30.92,Type_VI
42534.jpg,Normal,172.39,141.91,138.82,58.42,Type_I
42535.jpg,Normal,151.09,147.71,152.67,20.55,Type_IV
42541.jpg,Normal,143.5,144.92,139.05,29.59,Type_III
42542.jpg,Normal,125.69,129.04,136.96,-4.53,Type_V
42639.jpg,Normal,127.17,142.49,141.57,-0.54,Type_V
42644.jpg,Normal,130.27,147.57,141.05,4.76,Type_V
42721.jpg,Normal,154.83,140.56,146.29,30.37,Type_III
42726.jpg,Normal,47.81,135.29,134.42,-78.38,Type_VI
42727.jpg,Normal,74.02,143.45,138.96,-62.41,Type_VI
42730.jpg,Normal,171.23,128.0,128.0,90.0,Type_I
42736.jpg,Normal,76.36,140.72,136.76,-66.41,Type_VI
42741.jpg,Normal,130.21,149.07,146.41,3.3,Type_V
42749.jpg,Normal,135.21,144.68,146.37,9.35,Type_V
42895.jpg,Normal,144.34,147.6,143.63,22.91,Type_IV
4299.jpg,Normal,70.5,137.63,147.59,-48.76,Type_VI
42990.jpg,Normal,177.77,150.17,156.3,34.86,Type_III
42997.jpg,Normal,139.75,141.24,143.49,17.24,Type_IV
42999.jpg,Normal,69.01,138.67,139.45,-63.47,Type_VI
43011.jpg,Normal,78.55,137.26,138.13,-62.18,Type_VI
43109.jpg,Normal,115.87,140.72,131.76,-50.47,Type_VI
43116.jpg,Normal,104.06,139.02,147.79,-24.92,Type_V
43118.jpg,Normal,142.51,137.6,148.92,15.71,Type_IV
43174.jpg,Normal,60.71,143.18,142.52,-61.0,Type_VI
43206.jpg,Normal,77.02,133.59,133.27,-75.1,Type_VI
4321.jpg,Normal,148.07,133.66,154.04,17.21,Type_IV
43211.jpg,Normal,41.27,140.97,144.77,-63.63,Type_VI
43212.jpg,Normal,84.74,139.75,142.34,-49.45,Type_VI
43213.jpg,Normal,116.37,156.3,157.21,-8.5,Type_V
43216.jpg,Normal,70.59,127.32,139.48,-62.78,Type_VI
43219.jpg,Normal,140.51,140.58,150.97,12.53,Type_IV
4323.jpg,Normal,64.87,144.76,143.94,-57.03,Type_VI
43308.jpg,Normal,102.33,128.0,128.0,-90.0,Type_VI
43311.jpg,Normal,107.69,150.14,154.11,-16.57,Type_V
43316.jpg,Normal,106.61,147.56,143.42,-27.97,Type_V
43319.jpg,Normal,103.73,143.7,149.84,-23.12,Type_V
43322.jpg,Normal,163.54,143.37,134.14,66.54,Type_I
43327.jpg,Normal,59.64,140.8,140.19,-65.4,Type_VI
43410.jpg,Normal,87.61,162.21,157.2,-28.18,Type_V
43413.jpg,Normal,150.67,142.22,142.3,32.43,Type_III
43417.jpg,Normal,164.13,136.97,141.16,47.51,Type_II
43436.jpg,Normal,145.94,141.47,153.62,15.76,Type_IV
43514.jpg,Normal,124.22,144.75,138.88,-6.75,Type_V
43521.jpg,Normal,15.49,129.44,132.14,-84.62,Type_VI
43673.jpg,Normal,115.76,151.16,158.35,-8.63,Type_V
43681.jpg,Normal,56.88,135.09,132.36,-81.05,Type_VI
43687.jpg,Normal,98.52,143.96,142.78,-37.55,Type_VI
43689.jpg,Normal,148.06,143.06,152.22,18.41,Type_IV
4369.jpg,Normal,105.58,152.8,157.52,-16.24,Type_V
43830.jpg,Normal,166.16,146.04,156.05,28.4,Type_III
43832.jpg,Normal,165.75,147.33,152.54,31.43,Type_III
43840.jpg,Normal,139.09,139.54,148.44,12.53,Type_IV
43901.jpg,Normal,109.7,141.48,146.96,-20.2,Type_V
43915.jpg,Normal,114.17,135.03,136.4,-31.88,Type_VI
43997.jpg,Normal,154.43,149.17,147.96,27.89,Type_IV
44004.jpg,Normal,144.38,140.97,150.1,16.67,Type_IV
44007.jpg,Normal,79.46,139.07,133.61,-73.42,Type_VI
44016.jpg,Normal,78.53,147.74,142.79,-52.4,Type_VI
44098.jpg,Normal,118.01,146.2,131.89,-43.77,Type_VI
44105.jpg,Normal,82.09,141.37,148.52,-40.96,Type_VI
44114.jpg,Normal,45.87,148.12,141.87,-66.57,Type_VI
44115.jpg,Normal,136.85,156.3,161.39,6.27,Type_V
44116.jpg,Normal,72.0,142.41,142.91,-55.58,Type_VI
44256.jpg,Normal,181.02,148.24,136.71,67.47,Type_I
4426.jpg,Normal,137.16,147.02,155.14,7.95,Type_V
44261.jpg,Normal,123.03,139.74,144.82,-5.95,Type_V
44269.jpg,Normal,86.8,137.72,141.08,-50.67,Type_VI
4428.jpg,Normal,101.05,150.68,151.44,-23.87,Type_V
44419.jpg,Normal,206.46,137.39,131.54,83.47,Type_I
44420.jpg,Normal,140.34,149.37,147.96,14.16,Type_IV
44432.jpg,Normal,156.26,136.44,137.14,50.99,Type_II
44506.jpg,Normal,89.96,128.06,139.57,-51.83,Type_VI
44511.jpg,Normal,135.98,141.98,143.84,11.86,Type_IV
44513.jpg,Normal,183.98,140.48,136.38,69.27,Type_I
44520.jpg,Normal,123.72,145.9,141.37,-6.33,Type_V
44594.jpg,Normal,126.25,142.53,152.65,-1.14,Type_V
44596.jpg,Normal,50.12,140.22,141.62,-65.83,Type_VI
44599.jpg,Normal,167.69,132.57,130.94,79.43,Type_I
44609.jpg,Normal,106.84,142.51,141.71,-30.59,Type_VI
44610.jpg,Normal,64.06,155.18,136.71,-70.72,Type_VI
44617.jpg,Normal,145.2,134.7,141.87,26.58,Type_IV
44618.jpg,Normal,129.1,129.78,136.12,4.42,Type_V
44621.jpg,Normal,77.8,134.63,128.07,-89.79,Type_VI
44708.jpg,Normal,59.67,160.61,160.4,-39.39,Type_VI
44713.jpg,Normal,92.04,141.64,145.07,-39.16,Type_VI
44714.jpg,Normal,83.25,137.93,146.74,-42.79,Type_VI
44718.jpg,Normal,144.76,150.62,151.02,16.38,Type_IV
44719.jpg,Normal,142.65,141.36,149.65,15.34,Type_IV
44725.jpg,Normal,184.17,142.44,141.73,58.29,Type_I
4481.jpg,Normal,86.63,148.36,152.61,-33.07,Type_VI
44819.jpg,Normal,79.07,146.58,133.17,-74.78,Type_VI
44822.jpg,Normal,84.38,142.32,145.06,-44.74,Type_VI
44910.jpg,Normal,161.59,141.52,127.91,-89.63,Type_VI
44913.jpg,Normal,153.71,144.69,143.67,33.26,Type_III
44923.jpg,Normal,166.1,132.8,129.82,83.13,Type_I
45000.jpg,Normal,99.69,147.67,154.97,-22.02,Type_V
45002.jpg,Normal,82.9,138.36,130.95,-80.42,Type_VI
45004.jpg,Normal,23.18,131.76,119.53,78.3,Type_I
45011.jpg,Normal,94.41,154.46,147.44,-33.72,Type_VI
45012.jpg,Normal,177.8,128.0,128.0,90.0,Type_I
45014.jpg,Normal,123.12,141.03,146.91,-5.19,Type_V
45023.jpg,Normal,113.5,145.4,137.53,-29.93,Type_V
45061.jpg,Normal,115.92,146.23,146.06,-14.11,Type_V
45063.jpg,Normal,89.57,146.98,145.27,-40.73,Type_VI
45075.jpg,Normal,114.7,145.68,157.41,-9.69,Type_V
45078.jpg,Normal,129.01,138.99,144.28,2.09,Type_V
45081.jpg,Normal,113.24,143.36,142.76,-20.75,Type_V
45168.jpg,Normal,162.68,137.3,141.51,45.61,Type_II
45175.jpg,Normal,121.95,128.0,128.0,-90.0,Type_VI
45255.jpg,Normal,135.25,152.57,161.84,5.13,Type_V
45260.jpg,Normal,152.55,136.03,145.64,29.12,Type_III
45262.jpg,Normal,73.61,140.94,138.43,-63.73,Type_VI
45272.jpg,Normal,151.22,135.32,138.34,41.97,Type_II
45277.jpg,Normal,90.58,164.96,168.64,-19.61,Type_V
45391.jpg,Normal,129.32,150.74,157.82,1.37,Type_V
4551.jpg,Normal,172.38,145.66,158.34,30.12,Type_III
45511.jpg,Normal,119.85,139.88,138.33,-16.2,Type_V
45516.jpg,Normal,119.29,139.55,146.52,-9.86,Type_V
45521.jpg,Normal,140.26,128.0,128.0,90.0,Type_I
45523.jpg,Normal,137.52,141.22,138.14,21.18,Type_IV
45525.jpg,Normal,125.25,149.52,153.52,-1.98,Type_V
4553.jpg,Normal,95.85,138.85,145.91,-34.72,Type_VI
45631.jpg,Normal,110.38,137.77,149.62,-17.25,Type_V
45643.jpg,Normal,69.33,135.83,135.83,-71.05,Type_VI
45734.jpg,Normal,115.13,136.61,139.16,-23.49,Type_V
45755.jpg,Normal,73.88,137.86,137.45,-65.81,Type_VI
45780.jpg,Normal,67.05,132.0,132.54,-79.15,Type_VI
45785.jpg,Normal,106.3,138.32,144.49,-26.76,Type_V
45786.jpg,Normal,172.45,142.81,131.32,79.32,Type_I
45790.jpg,Normal,93.22,136.47,142.31,-43.22,Type_VI
45793.jpg,Normal,215.37,151.74,128.76,88.73,Type_I
45797.jpg,Normal,71.48,142.62,137.99,-65.55,Type_VI
45800.jpg,Normal,123.15,135.13,132.56,-20.48,Type_V
45805.jpg,Normal,63.37,138.86,137.79,-68.72,Type_VI
45892.jpg,Normal,78.5,146.51,156.18,-34.29,Type_VI
45898.jpg,Normal,69.46,149.63,147.29,-49.72,Type_VI
45899.jpg,Normal,182.65,136.3,141.15,58.7,Type_I
45910.jpg,Normal,86.9,140.56,129.13,-85.95,Type_VI
45911.jpg,Normal,167.17,145.65,149.83,35.48,Type_III
46012.jpg,Normal,139.61,145.21,154.18,10.28,Type_IV
46015.jpg,Normal,166.28,145.26,140.64,50.28,Type_II
46016.jpg,Normal,144.48,143.32,153.02,14.9,Type_IV
46019.jpg,Normal,108.4,141.1,148.4,-20.16,Type_V
46023.jpg,Normal,132.54,133.94,142.11,7.97,Type_V
46029.jpg,Normal,80.35,139.57,134.83,-69.73,Type_VI
46031.jpg,Normal,136.04,145.34,145.39,10.89,Type_IV
46039.jpg,Normal,182.36,155.63,155.01,38.54,Type_III
46040.jpg,Normal,125.35,150.98,155.77,-1.74,Type_V
46162.jpg,Normal,203.55,140.54,150.93,52.44,Type_II
46163.jpg,Normal,61.71,144.18,142.96,-59.89,Type_VI
46165.jpg,Normal,45.47,140.26,133.32,-80.61,Type_VI
46174.jpg,Normal,89.03,144.33,149.52,-35.03,Type_VI
46258.jpg,Normal,112.02,149.56,152.41,-13.97,Type_V
46264.jpg,Normal,30.77,148.04,142.94,-68.5,Type_VI
46267.jpg,Normal,148.99,143.1,139.95,35.18,Type_III
46272.jpg,Normal,138.64,140.06,142.2,17.1,Type_IV
4628.jpg,Normal,125.56,145.81,139.7,-3.72,Type_V
46343.jpg,Normal,99.69,143.55,147.25,-29.54,Type_V
46346.jpg,Normal,122.96,138.35,143.41,-6.59,Type_V
46461.jpg,Normal,196.07,145.07,146.95,54.83,Type_II
46465.jpg,Normal,102.98,144.43,145.48,-28.82,Type_V
46467.jpg,Normal,129.02,141.79,141.58,2.52,Type_V
46473.jpg,Normal,98.72,143.08,145.01,-33.56,Type_VI
46477.jpg,Normal,180.86,128.0,128.0,90.0,Type_I
46478.jpg,Normal,126.28,141.07,139.05,-2.49,Type_V
46482.jpg,Normal,109.98,147.6,140.3,-29.19,Type_V
46590.jpg,Normal,131.36,147.93,152.0,3.61,Type_V
46593.jpg,Normal,85.51,137.66,130.22,-82.31,Type_VI
46596.jpg,Normal,122.91,144.15,138.92,-9.35,Type_V
46612.jpg,Normal,137.61,139.93,143.78,14.1,Type_IV
46617.jpg,Normal,92.92,139.67,146.12,-36.81,Type_VI
46762.jpg,Normal,36.28,140.5,135.23,-78.57,Type_VI
46764.jpg,Normal,94.31,147.39,147.08,-34.29,Type_VI
46912.jpg,Normal,116.42,142.05,152.86,-9.91,Type_V
46915.jpg,Normal,47.68,157.53,150.86,-53.86,Type_VI
47100.jpg,Normal,124.54,128.0,128.0,-90.0,Type_VI
47112.jpg,Normal,146.19,140.3,141.36,28.75,Type_III
47256.jpg,Normal,168.26,152.31,149.13,37.1,Type_III
47257.jpg,Normal,79.54,133.0,148.09,-43.11,Type_VI
47260.jpg,Normal,95.53,149.47,142.08,-41.68,Type_VI
47264.jpg,Normal,61.69,137.97,133.42,-78.14,Type_VI
4727.jpg,Normal,199.48,133.04,145.29,58.51,Type_I
47277.jpg,Normal,121.84,150.96,138.78,-11.63,Type_V
4728.jpg,Normal,100.16,150.39,146.16,-30.56,Type_VI
47281.jpg,Normal,152.93,128.0,128.0,90.0,Type_I
47285.jpg,Normal,94.66,145.13,138.92,-49.7,Type_VI
47337.jpg,Normal,137.31,137.67,141.37,16.05,Type_IV
47338.jpg,Normal,143.55,145.28,149.27,16.48,Type_IV
47347.jpg,Normal,126.17,145.65,137.92,-3.0,Type_V
47348.jpg,Normal,152.43,128.0,128.0,90.0,Type_I
4735.jpg,Normal,141.14,141.25,142.74,19.95,Type_IV
47426.jpg,Normal,115.76,137.45,143.5,-16.54,Type_V
47442.jpg,Normal,163.2,141.31,144.71,39.95,Type_III
47443.jpg,Normal,120.92,146.45,156.84,-5.11,Type_V
47493.jpg,Normal,85.8,145.65,128.36,-88.73,Type_VI
475.jpg,Normal,186.24,132.28,143.43,56.18,Type_I
47567.jpg,Normal,82.77,143.25,151.81,-36.38,Type_VI
47570.jpg,Normal,128.84,141.57,153.2,1.2,Type_V
47579.jpg,Normal,133.67,144.15,148.34,6.79,Type_V
47581.jpg,Normal,130.54,157.89,160.75,2.08,Type_V
4759.jpg,Normal,112.52,149.64,156.48,-11.65,Type_V
47591.jpg,Normal,133.57,141.91,147.84,6.84,Type_V
47594.jpg,Normal,57.62,147.19,145.76,-57.05,Type_VI
47684.jpg,Normal,160.18,150.5,151.42,28.69,Type_III
4769.jpg,Normal,96.89,142.89,146.84,-32.5,Type_VI
47692.jpg,Normal,98.55,156.95,149.5,-27.84,Type_V
47838.jpg,Normal,100.28,131.08,134.3,-59.45,Type_VI
47841.jpg,Normal,107.37,128.0,128.0,-90.0,Type_VI
47842.jpg,Normal,195.41,148.41,153.53,46.21,Type_II
47847.jpg,Normal,186.57,132.35,137.06,68.65,Type_I
47848.jpg,Normal,142.14,137.42,148.02,16.0,Type_IV
47903.jpg,Normal,128.0,132.86,132.64,2.4,Type_V
47954.jpg,Normal,170.58,135.77,152.82,34.24,Type_III
47957.jpg,Normal,145.95,138.96,147.08,20.77,Type_IV
47958.jpg,Normal,169.12,141.41,160.04,27.0,Type_IV
47960.jpg,Normal,154.5,128.0,128.0,90.0,Type_I
47961.jpg,Normal,99.85,146.9,148.71,-27.64,Type_V
47968.jpg,Normal,115.3,140.14,136.39,-29.7,Type_V
48030.jpg,Normal,75.68,139.81,145.91,-48.6,Type_VI
4804.jpg,Normal,136.92,147.88,147.64,10.66,Type_IV
48044.jpg,Normal,143.39,128.0,128.0,90.0,Type_I
48048.jpg,Normal,96.68,144.51,153.82,-25.08,Type_V
48049.jpg,Normal,130.22,144.91,159.36,1.95,Type_V
48051.jpg,Normal,142.02,128.0,128.0,90.0,Type_I
48131.jpg,Normal,126.05,140.18,136.69,-3.73,Type_V
48217.jpg,Normal,115.18,145.27,179.53,-5.36,Type_V
48220.jpg,Normal,180.27,144.56,160.97,32.12,Type_III
48232.jpg,Normal,163.58,140.73,140.55,48.43,Type_II
48239.jpg,Normal,153.15,140.08,146.89,28.04,Type_III
48318.jpg,Normal,72.55,134.0,132.48,-78.27,Type_VI
48320.jpg,Normal,70.83,138.34,129.4,-86.4,Type_VI
48323.jpg,Normal,126.93,154.29,173.82,-0.28,Type_V
48324.jpg,Normal,117.21,147.09,169.26,-5.59,Type_V
48334.jpg,Normal,124.5,152.64,146.89,-3.56,Type_V
48338.jpg,Normal,109.43,149.28,143.47,-24.61,Type_V
48375.jpg,Normal,175.94,139.33,143.99,49.9,Type_II
48399.jpg,Normal,186.48,139.66,136.94,68.87,Type_I
484.jpg,Normal,186.64,142.08,144.98,53.79,Type_II
4840.jpg,Normal,67.57,128.0,128.0,-90.0,Type_VI
48408.jpg,Normal,30.71,139.91,138.05,-75.17,Type_VI
48413.jpg,Normal,128.72,137.02,170.56,0.64,Type_V
48418.jpg,Normal,177.9,140.73,149.4,42.73,Type_II
48421.jpg,Normal,112.32,150.92,154.31,-12.75,Type_V
48493.jpg,Normal,101.77,139.54,140.78,-38.3,Type_VI
48494.jpg,Normal,132.05,135.12,140.75,7.97,Type_V
48498.jpg,Normal,115.69,145.59,148.18,-12.93,Type_V
48500.jpg,Normal,141.76,140.21,137.32,30.97,Type_III
48508.jpg,Normal,76.34,137.27,140.33,-58.41,Type_VI
4851.jpg,Normal,153.73,146.81,159.02,18.35,Type_IV
48632.jpg,Normal,100.0,145.25,143.24,-35.29,Type_VI
48635.jpg,Normal,70.5,142.11,144.93,-52.86,Type_VI
48639.jpg,Normal,89.15,141.44,141.57,-47.93,Type_VI
48644.jpg,Normal,149.66,144.82,146.98,24.61,Type_IV
48656.jpg,Normal,46.2,137.14,131.22,-84.23,Type_VI
48658.jpg,Normal,99.64,149.57,136.24,-52.97,Type_VI
48661.jpg,Normal,130.13,149.66,154.79,2.2,Type_V
4875.jpg,Normal,110.04,140.05,145.38,-21.51,Type_V
48753.jpg,Normal,56.29,143.03,139.39,-67.81,Type_VI
48757.jpg,Normal,142.35,134.08,139.56,26.73,Type_IV
48765.jpg,Normal,81.97,144.09,145.47,-45.63,Type_VI
48768.jpg,Normal,92.39,141.23,138.46,-52.78,Type_VI
48770.jpg,Normal,161.5,144.21,150.86,30.25,Type_III
48774.jpg,Normal,166.42,144.07,140.65,50.34,Type_II
48776.jpg,Normal,206.11,139.76,145.65,60.21,Type_I
4878.jpg,Normal,43.56,143.69,138.24,-72.71,Type_VI
48882.jpg,Normal,62.32,143.55,134.94,-74.82,Type_VI
48887.jpg,Normal,224.05,128.72,129.86,87.19,Type_I
48928.jpg,Normal,132.16,140.1,152.42,4.28,Type_V
48930.jpg,Normal,160.26,134.26,139.44,48.31,Type_II
48933.jpg,Normal,141.47,136.24,131.61,56.65,Type_I
48940.jpg,Normal,119.82,138.62,144.88,-10.12,Type_V
4895.jpg,Normal,102.98,129.07,131.88,-68.0,Type_VI
48950.jpg,Normal,157.16,138.33,132.58,68.52,Type_I
48954.jpg,Normal,193.85,147.03,139.51,66.13,Type_I
49027.jpg,Normal,58.07,149.75,152.15,-48.43,Type_VI
49028.jpg,Normal,161.35,142.66,160.45,22.25,Type_IV
49040.jpg,Normal,168.34,152.47,134.61,67.57,Type_I
49042.jpg,Normal,61.96,159.9,162.14,-36.98,Type_VI
49170.jpg,Normal,128.43,137.88,148.26,1.04,Type_V
49179.jpg,Normal,141.48,148.08,158.84,10.08,Type_IV
49189.jpg,Normal,121.33,128.0,128.0,-90.0,Type_VI
49194.jpg,Normal,131.55,148.2,143.37,5.9,Type_V
4930.jpg,Normal,192.11,128.0,128.0,90.0,Type_I
49304.jpg,Normal,110.1,147.01,149.48,-17.63,Type_V
49306.jpg,Normal,89.63,136.78,144.91,-41.28,Type_VI
49308.jpg,Normal,65.42,136.2,134.41,-75.24,Type_VI
4931.jpg,Normal,122.39,140.78,149.42,-5.35,Type_V
49486.jpg,Normal,116.09,147.78,148.51,-12.31,Type_V
49489.jpg,Normal,177.34,138.96,125.74,-83.39,Type_VI
49576.jpg,Normal,118.57,140.66,145.09,-11.58,Type_V
49583.jpg,Normal,112.94,139.24,150.31,-14.36,Type_V
49588.jpg,Normal,123.07,139.1,139.22,-8.8,Type_V
49590.jpg,Normal,165.2,153.19,153.82,29.79,Type_III
49591.jpg,Normal,74.33,142.01,142.67,-54.88,Type_VI
49671.jpg,Normal,49.72,139.11,142.61,-64.41,Type_VI
49682.jpg,Normal,92.53,139.32,138.13,-53.56,Type_VI
49686.jpg,Normal,162.49,156.69,178.79,15.12,Type_IV
49688.jpg,Normal,142.73,145.61,145.0,19.36,Type_IV
49695.jpg,Normal,79.48,141.31,140.92,-55.56,Type_VI
49765.jpg,Normal,242.28,131.02,128.48,89.39,Type_I
4977.jpg,Normal,170.09,149.45,149.16,38.29,Type_III
49771.jpg,Normal,123.85,147.84,146.95,-4.32,Type_V
49773.jpg,Normal,96.52,141.28,138.24,-49.87,Type_VI
49779.jpg,Normal,159.02,144.94,153.17,26.15,Type_IV
49853.jpg,Normal,213.67,139.14,148.75,58.45,Type_I
49860.jpg,Normal,41.25,143.21,141.06,-68.89,Type_VI
49861.jpg,Normal,99.36,142.13,148.18,-28.67,Type_V
49863.jpg,Normal,60.39,135.96,132.05,-81.26,Type_VI
49864.jpg,Normal,129.22,140.83,138.03,3.84,Type_V
49867.jpg,Normal,135.08,145.84,162.51,4.92,Type_V
49869.jpg,Normal,86.39,146.45,142.13,-48.77,Type_VI
49872.jpg,Normal,117.13,141.56,143.23,-14.95,Type_V
49966.jpg,Normal,84.57,137.63,134.49,-68.93,Type_VI
49969.jpg,Normal,188.13,151.93,130.98,82.87,Type_I
49970.jpg,Normal,69.32,156.29,154.89,-40.31,Type_VI
49974.jpg,Normal,54.82,141.92,139.05,-68.8,Type_VI
49977.jpg,Normal,136.89,145.75,144.93,12.27,Type_IV
49981.jpg,Normal,87.0,142.03,131.07,-79.07,Type_VI
49983.jpg,Normal,154.53,139.29,142.21,36.71,Type_III
49985.jpg,Normal,178.05,145.76,151.45,40.21,Type_III
50055.jpg,Normal,54.9,142.45,140.56,-66.19,Type_VI
50058.jpg,Normal,98.92,144.81,147.88,-29.41,Type_V
5006.jpg,Normal,182.53,140.63,134.02,74.41,Type_I
50060.jpg,Normal,163.18,148.17,151.22,31.07,Type_III
50064.jpg,Normal,204.69,138.02,144.57,61.3,Type_I
50075.jpg,Normal,123.28,140.85,150.78,-4.16,Type_V
50163.jpg,Normal,109.96,147.43,147.49,-19.44,Type_V
50166.jpg,Normal,118.16,139.1,135.97,-24.69,Type_V
50171.jpg,Normal,66.22,147.28,150.25,-47.2,Type_VI
50180.jpg,Normal,133.08,165.85,172.73,2.8,Type_V
50181.jpg,Normal,131.81,128.0,128.0,90.0,Type_I
50274.jpg,Normal,171.54,139.48,157.08,30.71,Type_III
50275.jpg,Normal,150.77,141.03,154.63,18.91,Type_IV
50276.jpg,Normal,149.3,147.42,154.38,17.96,Type_IV
50279.jpg,Normal,49.32,139.67,140.54,-67.75,Type_VI
50280.jpg,Normal,110.05,142.54,142.76,-24.86,Type_V
50287.jpg,Normal,131.46,145.02,146.15,4.89,Type_V
50289.jpg,Normal,149.6,148.12,149.32,22.12,Type_IV
50355.jpg,Normal,140.82,141.86,127.76,-87.33,Type_VI
50359.jpg,Normal,195.93,140.03,142.1,62.28,Type_I
5036.jpg,Normal,184.34,130.98,145.4,52.02,Type_II
50365.jpg,Normal,96.95,139.3,141.85,-40.87,Type_VI
50367.jpg,Normal,111.12,140.8,139.41,-29.39,Type_V
50368.jpg,Normal,167.06,143.13,162.55,24.18,Type_IV
50370.jpg,Normal,105.76,144.04,160.78,-14.58,Type_V
50372.jpg,Normal,168.63,148.38,151.69,34.25,Type_III
50380.jpg,Normal,74.6,135.77,140.33,-59.27,Type_VI
50457.jpg,Normal,82.78,137.65,150.06,-38.49,Type_VI
50458.jpg,Normal,110.73,142.0,149.52,-16.99,Type_V
50468.jpg,Normal,109.84,150.92,151.18,-16.64,Type_V
50469.jpg,Normal,116.64,143.36,145.77,-13.48,Type_V
50472.jpg,Normal,84.28,135.58,135.51,-66.09,Type_VI
50595.jpg,Normal,126.65,142.28,137.96,-1.91,Type_V
50600.jpg,Normal,122.37,142.05,143.79,-7.26,Type_V
50601.jpg,Normal,163.71,138.93,140.27,49.18,Type_II
50602.jpg,Normal,131.84,143.75,147.67,4.95,Type_V
50603.jpg,Normal,101.08,138.53,152.19,-23.19,Type_V
50605.jpg,Normal,145.75,140.51,145.27,22.51,Type_IV
50606.jpg,Normal,170.77,153.03,153.23,33.92,Type_III
50610.jpg,Normal,133.49,145.16,144.7,8.01,Type_V
50611.jpg,Normal,98.15,134.17,140.73,-42.12,Type_VI
50616.jpg,Normal,167.54,139.65,140.93,50.54,Type_II
50723.jpg,Normal,152.08,140.79,138.75,41.9,Type_II
5073.jpg,Normal,129.9,144.47,140.59,4.28,Type_V
50737.jpg,Normal,105.42,139.76,150.22,-21.28,Type_V
50815.jpg,Normal,70.88,148.77,153.56,-40.98,Type_VI
50865.jpg,Normal,66.62,143.51,141.87,-59.84,Type_VI
5091.jpg,Normal,143.88,143.31,153.52,14.13,Type_IV
50913.jpg,Normal,156.64,143.43,141.81,39.62,Type_III
50915.jpg,Normal,86.0,137.87,129.81,-83.64,Type_VI
50916.jpg,Normal,45.23,135.13,135.68,-76.61,Type_VI
50918.jpg,Normal,138.08,144.42,138.89,20.85,Type_IV
51004.jpg,Normal,170.18,127.26,134.62,68.42,Type_I
51065.jpg,Normal,123.56,144.88,152.52,-3.6,Type_V
51068.jpg,Normal,119.41,141.21,147.18,-9.4,Type_V
51071.jpg,Normal,177.15,148.99,143.71,51.11,Type_II
5108.jpg,Normal,85.77,137.68,133.85,-70.33,Type_VI
51254.jpg,Normal,107.42,145.09,148.15,-21.34,Type_V
51259.jpg,Normal,109.3,155.36,138.98,-33.03,Type_VI
51339.jpg,Normal,168.48,143.9,154.3,31.42,Type_III
51360.jpg,Normal,148.28,149.79,149.7,20.58,Type_IV
51448.jpg,Normal,144.45,143.24,150.72,16.3,Type_IV
51449.jpg,Normal,132.22,141.67,128.28,81.44,Type_I
51450.jpg,Normal,161.34,147.68,162.74,20.91,Type_IV
51453.jpg,Normal,184.03,144.37,143.32,55.35,Type_I
51456.jpg,Normal,92.23,128.07,128.48,-88.01,Type_VI
51466.jpg,Normal,175.06,145.35,152.3,37.51,Type_III
51569.jpg,Normal,55.39,138.35,142.79,-62.39,Type_VI
51572.jpg,Normal,138.32,155.73,137.97,23.07,Type_IV
51575.jpg,Normal,141.85,133.52,143.76,19.65,Type_IV
51577.jpg,Normal,51.82,135.73,132.72,-80.97,Type_VI
51578.jpg,Normal,81.48,129.08,132.8,-75.11,Type_VI
51581.jpg,Normal,153.16,146.34,144.89,30.79,Type_III
51656.jpg,Normal,170.43,128.0,128.0,90.0,Type_I
51660.jpg,Normal,136.03,141.75,141.16,14.26,Type_IV
51663.jpg,Normal,130.52,150.54,145.96,3.77,Type_V
51665.jpg,Normal,148.35,145.49,144.3,26.64,Type_IV
51666.jpg,Normal,145.92,148.75,155.46,14.74,Type_IV
51734.jpg,Normal,138.3,143.01,161.58,7.19,Type_V
5174.jpg,Normal,52.58,137.83,139.3,-68.97,Type_VI
51740.jpg,Normal,119.77,145.05,149.86,-7.9,Type_V
51750.jpg,Normal,186.24,132.39,134.06,75.25,Type_I
51753.jpg,Normal,137.19,137.48,141.04,16.25,Type_IV
